CrashId,Date Of Crash,Period,Crash Severity Text Format,Most Severe Injury Text Format,Number Of Motor Vehicles,Road Description,Manner of Crash / Collision Impact Text Format,Weather Condition Text Format,Latitude,Longitude,NearestSpeedhump,NearestSpeedhumpDistance,NearestSpeedhumpInstallDate
338912,2016-11-25,2016/2017,Property Damage Only,No Apparent Injury (O),2,PARK ST,Other,Clear,41.75620000,-72.71327000,P,1035.7634368122349,Oct-18
338913,2016-11-25,2016/2017,Property Damage Only,No Apparent Injury (O),2,044,Front to rear,Clear,41.77806300,-72.68599600,P,790.8178858982697,Oct-18
338914,2016-11-25,2016/2017,Property Damage Only,No Apparent Injury (O),1,WAWARME AV,Not Applicable,"Fog, Smog, Smoke",41.74980900,-72.66999000,O,94.21163750676054,Several years ago
338915,2016-11-26,2016/2017,Property Damage Only,No Apparent Injury (O),2,MARKET ST,Angle,Clear,41.76934500,-72.67087500,F,3329.872167458968,
338916,2016-11-26,2016/2017,Property Damage Only,No Apparent Injury (O),2,WASHINGTON ST,"Sideswipe, same direction",Clear,41.75623800,-72.68257200,F,352.6080376564106,
338917,2016-11-27,2016/2017,Property Damage Only,No Apparent Injury (O),2,044,Angle,Clear,41.77685400,-72.68226500,F,500.0392491514682,
338918,2016-11-27,2016/2017,Property Damage Only,No Apparent Injury (O),2,CAPEN ST,Angle,Clear,41.78625900,-72.68379400,O,612.5324415275971,Several years ago
338919,2016-11-27,2016/2017,Property Damage Only,No Apparent Injury (O),2,FRANKLIN AV,"Sideswipe, same direction",Clear,41.73712100,-72.67527300,P,537.9038163043435,Oct-18
338920,2016-11-28,2016/2017,Property Damage Only,No Apparent Injury (O),2,HILLSIDE AV,Not Applicable,Clear,41.74063100,-72.69776000,F,835.0442031990996,
338921,2016-11-28,2016/2017,Property Damage Only,No Apparent Injury (O),2,ELM ST NO 1,"Sideswipe, same direction",Clear,41.76401400,-72.68051700,P,2635.821867211207,Oct-18
338923,2016-11-28,2016/2017,Property Damage Only,No Apparent Injury (O),2,ASYLUM AV,Front to rear,Clear,41.77025800,-72.69384200,O,739.1797721513234,Several years ago
338924,2016-11-29,2016/2017,Property Damage Only,No Apparent Injury (O),2,044,Angle,Cloudy,41.78144800,-72.69428200,O,470.07972801784405,Several years ago
338925,2016-11-29,2016/2017,Property Damage Only,No Apparent Injury (O),2,529,Front to rear,Rain,41.73306900,-72.70724600,F,511.7333826129477,
338926,2016-11-27,2016/2017,Property Damage Only,No Apparent Injury (O),2,BROWN ST,"Sideswipe, opposite direction",Rain,41.73582800,-72.68214700,P,322.3147993244894,Oct-18
338927,2016-11-28,2016/2017,Property Damage Only,No Apparent Injury (O),2,COLLINS ST,Front to rear,Rain,41.77328400,-72.69301900,F,541.6417915358243,
338929,2016-11-30,2016/2017,Property Damage Only,No Apparent Injury (O),2,LOCUST ST,Angle,Clear,41.74186900,-72.66603700,F,1058.8266046352235,
338930,2016-11-30,2016/2017,Property Damage Only,No Apparent Injury (O),2,044,Other,Rain,41.77620000,-72.68056000,F,337.3816200193889,
338931,2016-11-30,2016/2017,Property Damage Only,No Apparent Injury (O),2,044,Front to rear,Rain,41.78001800,-72.69050700,O,717.3509096372673,Several years ago
338932,2016-12-01,2016/2017,Property Damage Only,No Apparent Injury (O),2,HOMESTEAD AV,Front to rear,Clear,41.77868200,-72.69778000,P,1016.6345205331952,Oct-18
338933,2016-12-01,2016/2017,Property Damage Only,No Apparent Injury (O),2,COGSWELL ST,"Sideswipe, same direction",Clear,41.76866000,-72.68597900,F,1265.8746934663316,
338934,2016-12-01,2016/2017,Property Damage Only,No Apparent Injury (O),2,BARBOUR ST,Angle,Cloudy,41.79312200,-72.67729100,F,494.99537977416185,
338935,2016-12-01,2016/2017,Property Damage Only,No Apparent Injury (O),2,LINCOLN ST,Front to rear,Clear,41.75335400,-72.68789900,F,512.2612478207383,
338936,2016-12-01,2016/2017,Property Damage Only,No Apparent Injury (O),2,BENTON ST,Front to rear,Clear,41.74719600,-72.67711600,F,645.9840957411369,
338937,2016-12-01,2016/2017,Property Damage Only,No Apparent Injury (O),2,EDWARDS ST,Front to rear,Clear,41.77129000,-72.68351000,P,1497.3038738381238,Oct-18
338938,2016-12-01,2016/2017,Property Damage Only,No Apparent Injury (O),2,ASYLUM AV,"Sideswipe, same direction",Clear,41.77000800,-72.69304100,F,724.454610239619,
338939,2016-12-01,2016/2017,Property Damage Only,No Apparent Injury (O),2,WETHERSFIELD AV,"Sideswipe, same direction",Clear,41.74675800,-72.67339100,F,317.4779320809009,
338940,2016-12-03,2016/2017,Property Damage Only,No Apparent Injury (O),2,529,Front to rear,Clear,41.73297700,-72.70849600,F,347.2349809072078,
338941,2016-12-04,2016/2017,Property Damage Only,No Apparent Injury (O),2,MAIN ST NO 1,Front to rear,Clear,41.79126700,-72.66976500,O,1154.2460211769437,Several years ago
338942,2016-12-05,2016/2017,Property Damage Only,No Apparent Injury (O),2,WYLLYS ST,Front to rear,Clear,41.75713500,-72.67127000,O,610.8509044475248,Several years ago
338943,2016-12-05,2016/2017,Property Damage Only,No Apparent Injury (O),2,LITCHFIELD ST,Not Applicable,Clear,41.80178600,-72.69548300,F,672.9338505334766,
338944,2016-12-07,2016/2017,Property Damage Only,No Apparent Injury (O),2,VERNON ST NO 2,Angle,Rain,41.75120000,-72.68470000,F,786.6659021445034,
338945,2015-12-10,2015/2016,"Injury of any type (Serious, Minor, Possible)",Suspected Serious Injury (A),3,187,Angle,Clear,41.78282800,-72.69801600,O,736.32139903915,Several years ago
338946,2016-12-17,2016/2017,Property Damage Only,No Apparent Injury (O),2,GARDEN ST NO 1,"Sideswipe, same direction",Clear,41.77245000,-72.68740600,O,925.4694484809035,Several years ago
338947,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,ANN ST NO 1,"Sideswipe, same direction",Clear,41.76918100,-72.67774000,F,2485.730818342326,
338948,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,BATTLES ST,Angle,Clear,41.78346000,-72.67318000,F,10.15040864366965,
338949,2016-12-20,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),1,MATHER ST,Not Applicable,Clear,41.77994200,-72.68306200,P,355.3552707118681,Oct-18
338950,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,PROSPECT AV,Front to rear,Clear,41.76558600,-72.71611600,O,730.6826709815272,Several years ago
338951,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,ASYLUM ST,"Sideswipe, same direction",Clear,41.76669900,-72.67398800,O,3330.001005687382,Several years ago
338952,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,CENTRAL ROW,Front to rear,Clear,41.76571000,-72.67264700,O,2973.877135097148,Several years ago
338953,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,NAUGATUCK ST NO 1,Rear to side,Clear,41.79069300,-72.67648300,F,364.6199297148311,
338954,2016-12-20,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),3,MAIN ST NO 1,Angle,Clear,41.79644000,-72.66322800,O,641.373949344118,Several years ago
338955,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,PARK ST,"Sideswipe, same direction",Clear,41.75809100,-72.68641300,P,729.3004489062238,Oct-18
338956,2016-12-20,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,HILLSIDE AV,Front to rear,Clear,41.74920800,-72.69797500,F,450.4273985990781,
338957,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,BARBOUR ST,Angle,Clear,41.78901600,-72.67850500,O,420.08532587620374,Several years ago
338958,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,FLATBUSH AV,Front to front,Clear,41.74294600,-72.70927700,P,541.291171260187,Oct-18
338959,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,WHITMORE ST,"Sideswipe, same direction",Clear,41.74464100,-72.68114600,P,362.5727966080164,Oct-18
338960,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,HOMESTEAD AV,Front to rear,Clear,41.77523200,-72.68671400,P,477.4331630557395,Oct-18
338961,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,MARK TWAIN DR,Front to rear,Clear,41.78545200,-72.70705900,O,1559.854784317829,Several years ago
338962,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,530,Angle,Clear,41.73898500,-72.66173700,O,2139.287204688913,Several years ago
338963,2016-12-20,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,529,"Sideswipe, same direction",Clear,41.73320000,-72.70620200,F,530.0723466692526,
338964,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,WYLLYS ST,Front to rear,Clear,41.75533100,-72.67576600,O,1003.5025324001261,Several years ago
338965,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,BROAD ST,"Sideswipe, opposite direction",Clear,41.75241300,-72.68713700,F,477.45040215803203,
338966,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,GILLETT ST,"Sideswipe, same direction",Clear,41.76966800,-72.69970700,O,892.214417638232,Several years ago
338967,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,MAIN ST NO 1,"Sideswipe, same direction",Clear,41.77842600,-72.67639900,F,635.1449889347297,
338968,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,FAIRFIELD AV NO 1,Angle,Clear,41.74160700,-72.69331600,F,862.8461256382403,
338969,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,WASHINGTON ST,Angle,Clear,41.75797100,-72.68230900,P,524.254402804386,Oct-18
338970,2016-12-21,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,WESTLAND ST,Front to rear,Clear,41.79124400,-72.68103000,O,565.5979738239529,Several years ago
338971,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),1,GARDEN ST NO 1,Not Applicable,Clear,41.77064600,-72.68586700,F,1298.4587850670632,
338972,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,nan,Unknown,Clear,41.79824000,-72.68915000,O,302.4762154785311,Several years ago
338973,2016-12-21,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,WESTBOURNE PKWY,Angle,Clear,41.78642800,-72.70237800,O,347.5794823690793,Several years ago
338974,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,044,"Sideswipe, same direction",Clear,41.78258100,-72.69742200,P,900.1608478586401,Oct-18
338975,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,MORTSON ST,"Sideswipe, same direction",Clear,41.75972100,-72.69166900,P,356.8955512386969,Oct-18
338976,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,CHARTER OAK AV,Front to rear,Clear,41.75949600,-72.67369600,O,705.4675819435683,Several years ago
338977,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,044,Rear to side,Clear,41.77003000,-72.67347000,F,2677.78653072516,
338978,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,BABCOCK ST,Other,Clear,41.76357400,-72.68917300,P,1108.0897431574715,Oct-18
338979,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,HOMESTEAD AV,Front to rear,Clear,41.77680900,-72.69161600,P,792.4986108805556,Oct-18
338980,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,FRANKLIN AV,"Sideswipe, same direction",Clear,41.73619200,-72.67518300,F,590.3943666425431,
338981,2016-11-23,2016/2017,Property Damage Only,No Apparent Injury (O),2,044,Front to rear,Clear,41.78167000,-72.69491100,O,466.03866452307744,Several years ago
338983,2016-02-02,2015/2016,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,ASYLUM AV,Front to rear,Clear,41.76925600,-72.69050500,F,140.25697324343778,
338985,2016-11-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,BROAD ST,Front to rear,Clear,41.76838300,-72.68593600,F,1308.8708637957875,
338986,2016-11-22,2016/2017,Property Damage Only,No Apparent Injury (O),2,MAPLE AV,"Sideswipe, same direction",Clear,41.73634500,-72.68710900,O,449.61090083809995,Several years ago
338987,2016-11-23,2016/2017,Property Damage Only,No Apparent Injury (O),2,NEW BRITAIN AV,Angle,Clear,41.74302800,-72.68996700,P,952.42852971595,Oct-18
338988,2016-11-23,2016/2017,Property Damage Only,No Apparent Injury (O),2,187,"Sideswipe, same direction",Clear,41.80473600,-72.69543100,P,581.0053436851191,Oct-18
338989,2016-11-24,2016/2017,Property Damage Only,No Apparent Injury (O),2,TOWER AV,"Sideswipe, same direction",Clear,41.80072000,-72.69934200,F,383.651605513936,
338990,2016-11-24,2016/2017,Property Damage Only,No Apparent Injury (O),2,KENSINGTON ST,Angle,Cloudy,41.79157100,-72.67038100,O,957.0380506146045,Several years ago
338991,2016-11-25,2016/2017,Property Damage Only,No Apparent Injury (O),2,FRANKLIN AV,"Sideswipe, same direction",Clear,41.73546400,-72.67504600,F,409.12058019038517,
338992,2016-11-26,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),1,LEDYARD ST NO 1,Not Applicable,Clear,41.73164100,-72.66865300,F,563.414767523253,
338993,2016-11-29,2016/2017,Property Damage Only,No Apparent Injury (O),2,WASHINGTON ST,Front to rear,Rain,41.75142700,-72.68307900,F,1051.98617426086,
338994,2016-12-20,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,nan,Not Applicable,Clear,41.74471700,-72.68759000,P,456.1307640287512,Oct-18
338995,2016-12-20,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,CAPITOL AV,"Sideswipe, same direction",Clear,41.76074000,-72.70655000,P,499.73820963910316,Oct-18
338996,2016-12-22,2016/2017,Property Damage Only,No Apparent Injury (O),2,BROWN ST,Front to rear,Clear,41.73701800,-72.67575500,F,557.302790012865,
339311,2016-11-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,084,"Sideswipe, same direction",Rain,41.74990200,-72.70950700,P,1265.3855595696384,Oct-18
339313,2016-12-09,2016/2017,Property Damage Only,No Apparent Injury (O),2,091,Front to rear,Clear,41.78754700,-72.65749700,P,3709.455518799249,Oct-18
339318,2016-12-15,2016/2017,Property Damage Only,No Apparent Injury (O),2,084,Front to rear,Clear,41.76470100,-72.69202200,P,1404.485045678623,Oct-18
339334,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,091,Front to rear,Clear,41.78086100,-72.66323700,P,2785.49253391508,May-19
339348,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,091,"Sideswipe, same direction",Clear,41.78813400,-72.65916200,P,3233.8293476634594,Oct-18
339351,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),3,084,Front to rear,Clear,41.77053000,-72.68192600,P,1909.9150013148874,Oct-18
339356,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),2,084,Front to rear,Clear,41.76958900,-72.66716200,F,3959.272852514515,
339363,2016-12-20,2016/2017,Property Damage Only,No Apparent Injury (O),1,084,Not Applicable,Clear,41.77099400,-72.68026200,F,1799.3446337566218,
339372,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,002,"Sideswipe, same direction",Clear,41.76561900,-72.66943300,O,3129.3576937620032,Several years ago
339374,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,091,Front to rear,Clear,41.74530300,-72.66084800,F,2187.522211126894,
339413,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),3,091,Front to rear,Clear,41.76261100,-72.66680200,O,2578.0552004771466,Several years ago
339414,2016-12-21,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,015,Front to rear,Clear,41.73875900,-72.66262100,O,2375.2359171639223,Several years ago
339418,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,015,Front to rear,Clear,41.74568100,-72.66076500,O,2212.168060883356,Several years ago
339423,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,084,Front to rear,Clear,41.76670500,-72.68559100,F,1698.7121791584375,
339424,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,015,Front to rear,Clear,41.74568700,-72.66085000,O,2195.2141466597345,Several years ago
339425,2016-12-21,2016/2017,Property Damage Only,No Apparent Injury (O),2,015,Front to rear,Clear,41.74604600,-72.66070500,O,2125.7990061352725,Several years ago
339453,2016-12-22,2016/2017,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),2,091,Front to rear,Clear,41.75103200,-72.65649200,O,2648.5200326379363,Several years ago
339482,2017-01-22,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,091,Front to rear,Clear,41.73061500,-72.66089200,P,2472.1267341213957,Oct-18
339769,2016-12-23,2016/2017,Property Damage Only,No Apparent Injury (O),1,nan,Not Applicable,Freezing Rain or Freezing Drizzle,41.76451590,-72.68519416,P,1823.5626791439695,Oct-18
339843,2016-12-12,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,ASYLUM AV,Other,Rain,41.77212200,-72.69982500,O,1284.936185824773,Several years ago
339844,2016-12-22,2016/2017,Property Damage Only,No Apparent Injury (O),2,HAROLD ST,Not Applicable,Clear,41.80423400,-72.70303100,F,282.11764511072664,
339845,2016-12-22,2016/2017,Property Damage Only,No Apparent Injury (O),2,044,Front to rear,Clear,41.77176900,-72.67562800,F,1819.303330955088,
339846,2016-12-22,2016/2017,Property Damage Only,No Apparent Injury (O),2,044,Other,Clear,41.77811100,-72.68637800,P,734.1531420176719,Oct-18
339847,2016-12-23,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,GARDEN ST NO 1,Angle,Clear,41.77510400,-72.68650800,P,424.6333222426919,Oct-18
339848,2016-12-22,2016/2017,Property Damage Only,No Apparent Injury (O),2,BROOKFIELD ST,Angle,Clear,41.74271200,-72.70904500,P,623.3525791868994,Oct-18
339849,2016-12-22,2016/2017,Property Damage Only,No Apparent Injury (O),2,044,"Sideswipe, same direction",Clear,41.77194300,-72.67562100,F,1768.4528466935044,
339850,2016-12-22,2016/2017,Property Damage Only,No Apparent Injury (O),2,530,Front to rear,Cloudy,41.73774100,-72.67068800,P,884.2139037335178,Oct-18
339851,2016-12-22,2016/2017,Property Damage Only,No Apparent Injury (O),2,MANSFIELD ST,"Sideswipe, same direction",Clear,41.78548600,-72.68526600,O,325.2848357878454,Several years ago
339852,2016-12-22,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,FLATBUSH AV,Front to rear,Clear,41.74374000,-72.70290200,O,515.2200646800019,Several years ago
339853,2016-12-22,2016/2017,Property Damage Only,No Apparent Injury (O),2,WETHERSFIELD AV,Front to rear,Clear,41.73806000,-72.67130500,P,703.3039192679095,Oct-18
339854,2016-12-22,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),1,PRESTON ST,Not Applicable,Clear,41.73933800,-72.67755600,O,330.32720173278386,Several years ago
339855,2016-12-23,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,WETHERSFIELD AV,Front to front,Clear,41.74256800,-72.67261600,O,601.3921737349062,Several years ago
339856,2016-12-23,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),1,187,Not Applicable,Clear,41.79385000,-72.69720000,F,776.6983382761722,
339857,2016-12-23,2016/2017,Property Damage Only,No Apparent Injury (O),2,COGSWELL ST,Angle,Clear,41.77064500,-72.68586200,F,1299.6639717333915,
339858,2016-12-23,2016/2017,Property Damage Only,No Apparent Injury (O),3,WINDSOR ST,"Sideswipe, same direction",Clear,41.78395200,-72.67091900,P,577.0110373655739,May-19
339859,2016-12-23,2016/2017,Property Damage Only,No Apparent Injury (O),2,ASYLUM AV,"Sideswipe, same direction",Clear,41.77050000,-72.69475800,O,548.1899608531735,Several years ago
339860,2016-12-23,2016/2017,Property Damage Only,No Apparent Injury (O),2,MAIN ST NO 1,Angle,Clear,41.79902800,-72.66224900,O,499.0549461731233,Several years ago
339861,2016-12-23,2016/2017,Property Damage Only,No Apparent Injury (O),2,NEW PARK AV,Front to rear,Clear,41.75320400,-72.70882300,P,311.69679819640237,Oct-18
340045,2016-12-22,2016/2017,Property Damage Only,No Apparent Injury (O),1,084,Not Applicable,Clear,41.75026400,-72.70584400,P,560.7497423748943,Oct-18
340063,2016-12-22,2016/2017,Property Damage Only,No Apparent Injury (O),2,084,Front to rear,Clear,41.75000490,-72.71335800,P,1913.5769210298927,Oct-18
340074,2016-12-22,2016/2017,Property Damage Only,No Apparent Injury (O),2,091,"Sideswipe, same direction",Clear,41.80137000,-72.65560700,O,2489.811986175969,Several years ago
340085,2016-12-22,2016/2017,Property Damage Only,No Apparent Injury (O),2,084,"Sideswipe, same direction",Clear,41.75466400,-72.70062200,F,1058.1764569543411,
340109,2016-12-23,2016/2017,Property Damage Only,No Apparent Injury (O),2,084,Front to rear,Clear,41.76225700,-72.69699100,P,822.0740922921275,Oct-18
340420,2016-12-23,2016/2017,Property Damage Only,No Apparent Injury (O),2,nan,Front to rear,Clear,41.79310200,-72.66060500,P,1945.5113342146922,Oct-18
340464,2016-12-24,2016/2017,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),2,044,Angle,Clear,41.76935700,-72.67089300,F,3323.31344978035,
340465,2016-12-23,2016/2017,Property Damage Only,No Apparent Injury (O),2,WYLLYS ST,Front to rear,Clear,41.75866300,-72.66949700,O,1145.1402756112977,Several years ago
340466,2016-12-24,2016/2017,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),2,044,Angle,Clear,41.77789000,-72.68558600,P,899.679856874931,Oct-18
340468,2016-12-24,2016/2017,Property Damage Only,No Apparent Injury (O),2,MAIN ST NO 3,"Sideswipe, opposite direction",Clear,41.75585500,-72.67512300,O,776.8467440195027,Several years ago
340469,2016-12-23,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,WESTLAND ST,Front to rear,Clear,41.79082200,-72.67946400,F,478.8311546940754,
340470,2016-12-24,2016/2017,Property Damage Only,No Apparent Injury (O),2,MAIN ST NO 1,Front to rear,Cloudy,41.79313300,-72.66650400,P,548.238527252313,Oct-18
340663,2016-12-23,2016/2017,Property Damage Only,No Apparent Injury (O),2,084,Front to rear,Clear,41.75002800,-72.71165400,P,1555.8560948160098,Oct-18
340674,2016-12-23,2016/2017,Property Damage Only,No Apparent Injury (O),1,091,Not Applicable,Clear,41.78699000,-72.65635500,P,4076.58333775866,Oct-18
340695,2016-12-24,2016/2017,Property Damage Only,No Apparent Injury (O),1,084,Not Applicable,Clear,41.76347000,-72.69527500,P,826.3811665472176,Oct-18
340848,2016-12-23,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,NEW PARK AV,"Sideswipe, same direction",Clear,41.74495800,-72.71493500,P,1614.8958147511012,Oct-18
341014,2016-04-15,2015/2016,Property Damage Only,No Apparent Injury (O),2,HUNGERFORD ST,Not Applicable,Clear,41.75804400,-72.68584700,P,583.6711240324609,Oct-18
341018,2016-12-08,2016/2017,Property Damage Only,No Apparent Injury (O),1,HOMESTEAD AV,Not Applicable,Clear,41.77740400,-72.69405900,P,441.6773961107516,Oct-18
341019,2016-12-09,2016/2017,Property Damage Only,No Apparent Injury (O),2,ENFIELD ST,"Sideswipe, same direction",Clear,41.78900000,-72.68326200,O,351.6392146078227,Several years ago
341020,2016-12-09,2016/2017,Property Damage Only,No Apparent Injury (O),2,SIGOURNEY ST,"Sideswipe, same direction",Clear,41.76367200,-72.69389400,P,1054.260444344633,Oct-18
341021,2016-12-10,2016/2017,"Injury of any type (Serious, Minor, Possible)",Suspected Serious Injury (A),2,187,Angle,Clear,41.79958600,-72.69520900,P,931.8018301292323,Oct-18
341022,2016-12-14,2016/2017,Property Damage Only,No Apparent Injury (O),2,STANDISH ST NO 1,Angle,Clear,41.73632100,-72.67512400,F,612.1875937083902,
341023,2016-12-25,2016/2017,Property Damage Only,No Apparent Injury (O),3,MAIN ST NO 1,Not Applicable,Clear,41.78563200,-72.67436500,P,553.2306995476912,May-19
341024,2016-12-25,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),2,NEW BRITAIN AV,Angle,Clear,41.73946300,-72.69727700,P,470.88377543492965,Oct-18
341026,2016-12-25,2016/2017,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),2,HOMESTEAD AV,Angle,Clear,41.77904800,-72.69840200,P,960.5916288120442,Oct-18
341027,2016-12-25,2016/2017,Property Damage Only,No Apparent Injury (O),2,NEW BRITAIN AV,Front to rear,Clear,41.74522600,-72.68718600,P,442.34457888171414,Oct-18
341028,2016-12-25,2016/2017,Property Damage Only,No Apparent Injury (O),2,NEW BRITAIN AV,Angle,Clear,41.73395900,-72.70129400,O,769.3201236143601,Several years ago
341029,2016-12-25,2016/2017,Property Damage Only,No Apparent Injury (O),2,EAST MORNINGSIDE ST,Not Applicable,Clear,41.80687600,-72.69488700,P,338.58999042548345,Oct-18
341030,2016-12-26,2016/2017,Property Damage Only,No Apparent Injury (O),2,SHULTAS PL,"Sideswipe, same direction",Clear,41.74850300,-72.67578200,F,62.18302285522641,
341031,2016-12-26,2016/2017,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),2,044,Other,Rain,41.76940200,-72.67300600,F,2936.880466786228,
341032,2016-12-26,2016/2017,Property Damage Only,No Apparent Injury (O),2,HOMESTEAD AV,Angle,Cloudy,41.77679300,-72.69161900,P,789.6363324257268,Oct-18
341033,2016-12-27,2016/2017,"Injury of any type (Serious, Minor, Possible)",Suspected Serious Injury (A),1,MAIN ST NO 2,Not Applicable,Cloudy,41.75910500,-72.67526300,O,749.9266118724107,Several years ago
341034,2016-12-26,2016/2017,Property Damage Only,No Apparent Injury (O),2,FRANKLIN AV,Front to rear,Rain,41.72800600,-72.67380200,P,593.5651878842048,Oct-18
341035,2016-12-27,2016/2017,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),2,NEW BRITAIN AV,Angle,Clear,41.74377600,-72.68964300,P,1031.9735004118047,Oct-18
341036,2016-12-25,2016/2017,Property Damage Only,No Apparent Injury (O),2,JEFFERSON ST,Angle,Clear,41.75537000,-72.68479400,F,353.3957048594719,
341037,2016-12-26,2016/2017,Property Damage Only,No Apparent Injury (O),2,PARK ST,Front to rear,Clear,41.75635900,-72.71113200,P,621.3910573133128,Oct-18
341038,2016-12-26,2016/2017,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),3,BARBOUR ST,"Sideswipe, opposite direction",Rain,41.79050600,-72.67805800,F,78.51170636127624,
341039,2016-12-27,2016/2017,"Injury of any type (Serious, Minor, Possible)",Suspected Minor Injury (B),2,GARDEN ST NO 1,Angle,Rain,41.78031900,-72.68474300,P,403.4172188317006,Oct-18
341040,2016-12-27,2016/2017,Property Damage Only,No Apparent Injury (O),2,WASHINGTON ST,Angle,Rain,41.75457900,-72.68277300,F,402.6135879908989,
341203,2016-12-24,2016/2017,Property Damage Only,No Apparent Injury (O),1,091,Not Applicable,Sleet or Hail ,41.76947500,-72.66564700,F,4305.730075154576,
341208,2016-12-24,2016/2017,Property Damage Only,No Apparent Injury (O),2,091,"Sideswipe, same direction",Rain,41.78286400,-72.66094200,P,3303.778817606889,May-19
341237,2016-12-25,2016/2017,"Injury of any type (Serious, Minor, Possible)",Possible Injury (C),1,084,Not Applicable,Clear,41.77100400,-72.66808100,F,3439.852893249722,
341241,2016-12-25,2016/2017,Property Damage Only,No Apparent Injury (O),2,084,Front to rear,Clear,41.76461900,-72.69343200,P,1032.1332215896236,Oct-18
